idproduto;artigo;descricao;preco;stock;idcategoria
1926;NTB639;"ACER Aspire 3503WLMi.Cel M370.2x512DDR.60GB.15.4"""" WXGA.XPHom""""";906.00;36;5
1927;CPM062;HP Pavilion t3140.pt P4531HT (3.00GHz)/160GB/1GB/DVDRW(+/-);1139.00;25;4
1928;NTB656;"ACER Aspire 1692WLMi P M 740.2x512/80.15.4""""WXGA.X700.DVDRW""""";1258.00;31;5
1929;NTB614;ASUS A4K Mobile Athlon 643200+ 80GB. 512MB. ATI 9700 128MB;1344.00;24;5
1930;NTB416;"ACER AS1804WSMi P4540 3.2/1M 512/80 17""""W DVD-RW ATI X600 64""""";1619.00;33;5
1931;CAM242;CANON EOS 20D - 8.2MegaPIxels;1623.00;32;37
1932;PGR486;MSI GF NX6600 256MB DDR DVI/TV-OUT AGP8 - NX6600-VTD256;198.00;27;17
1933;CAM311;SONY Cyber-shot DSC-T3Preta;354.00;32;37
1934;CAM222;Sony Cyber Shot DSC-P22.0 MegaPixels;413.00;15;37
1935;IMP389;Impressora HP COLOR LaserJet 2600N - Q6455A;413.00;33;24
1936;PDA088;HP iPAQ Mobile Messenger hw6515;751.00;24;6
1937;WIR086;Kit Antena Tecto SMC EZ Connect 2.4GHz - Ceilingbox;772.00;25;43
1938;CAM304;NIKON Coolpix 8400;803.00;36;37
1939;CAM306;NIKON D50 preto;859.00;7;37
1940;CPM056;HP DC5100 SFF. P4-540 with Hyper-Threading technology. 512MB;1016.00;17;4
1941;NTB625;"ACER TM3201XMi P-M 1.5GHz 512.80Gb.14"""" DVD-RW Wired802.11g""""";1258.00;19;5
1942;NTB670;"Tsunami Replacer F17PT P43Ghz 17""""/60Gb/DVDRW""""";1351.00;18;5
1943;CPM045;HP Pavilion t770.pt P43.4/160GBSATA/512MB/DVDRW/256MB-rx300;1527.00;49;4
1944;NTB665;"ASUS M6 Deluxe PM 1.86Ghz/512Mb DDR2/15""""/80Gb/ATI128Mb/BT""""";1729.00;4;5
1945;NTB644;Fujitsu-Siemens Lifebook E8010 M725 1.6G/512M/60G/DVDRW/XP;1730.00;44;5
1946;NTB414;"Samsung M40 PM1.7/17""""WXGA Wide/512M/80G/DVDRW/XPHom""""";1858.00;49;5
1947;NTB593;"LG LT20-466P - P-M 725 1.6Ghz 12.1"""" 51260GB Intel 64MB WIFI""""";1882.00;9;5
1948;IMP395;HP LaserJet 4250DTN - Q5403A;1961.00;39;24
1949;NTB643;Fujitsu-Siemens Lifebook P7010 M7531.2G/512M/80G/DVD-R/XP;2196.00;18;5
1950;NTB679;"ACER AS9504W PM 760 2x512DDR2/100G 17""""W DVD-RW ATI X700 256""""";2277.00;39;5
1951;NTB425;"TOSHIBA  Libretto U100 Pentium-M 753.512Mb.60Gb.TFT7.2"""".Slim""""";2367.00;5;5
1952;MON364;"SAMSUNG Plasma PPM 42- 42"""" 700cd2.1200:1.1280x1024""""";2417.00;11;23
1953;CAM323;Camara Digital EPSON Telemetrica R-D1- B31B167003CY;2986.00;49;37
1954;CPU296;AMD Opteron 240 1.4GHz 1MB Cache;105.00;35;14
1955;TON600;Lexmark X215 - 18S0090;63.00;10;33
1956;TON444;Q2612A - HP Toner Laserjet 1010 / 1012/ 1015;64.00;47;33
1957;AFU089;FLASH DRIVE KINGSTON Mini HDD 1GB USB 2.0 - KUSBDTI/1GB;69.00;44;29
1958;HDD217;Samsung 80 GB 7.200RPM 8MB CACHE UDMA 133;69.00;36;16
1959;REC062;Toner Reciclado HP Q1339A Laserjet 4300;69.00;48;33
1960;TEC064;Microsoft Optical Desktop with FingerPrintReader;69.00;48;19
1961;MEM075;512MB SO-DIMM DDR 266MHz Kingston Garantia de 10 Anos;70.00;46;15
1962;TON804;SAMSUNG Toner & Drum Kit  p/  SF 5100D3;70.00;46;33
1963;FSM076;Memory Stick SAN DISK 512MB PRO DUO;70.00;38;40
1964;CAM284;OLYMPUS Camedia C-480 Zoom;196.00;35;37
1965;CPU268;Intel Pentium 4630 3.0GHz Socket 775 FSB800 2MB BOX 64bit;211.00;6;14
1966;MON408;"LG L1730SSNT - TFT-LCD 17"""" 1280x102475 Hz. Prateado""""";299.00;23;23
1967;PGR531;MSI RADEON X850XT VT2D256MBDDR3PCI-EXPRESS VIVO;609.00;28;17
1968;CPU282;Intel Pentium 4670 3.8GHz Socket 775 FSB800 2MB BOX 64bit;721.00;18;14
1969;PDA062;Qtek 9090 - Intel PXA 400 Mhz - Windows Mobile 2003SE;732.00;16;6
1970;CAM305;NIKON D70;830.00;43;37
1971;IMP322;EPSON Stylus Color 3000 A2Ethernet;1298.00;30;24
1972;NTB678;"Samsung X20 740 1.73Ghz 512MB 60GB DVDRW 15""""XGA""""";1303.00;34;5
1973;CPM050;HP Pavilion w5070.pt Desktop PC P43.4GHz/1GB DDR2/HDD 200Gb;1390.00;41;4
1974;NTB615;ASUS A4G Deluxe P4-M 3.33100GB. 512MB. ATI 9700 128MB DVDRW;1517.00;35;5
1975;NTB595;"HP NX8200 P-M 740 15.4""""/1024DDR/80Gb HDD/DVDRW/X600""""";1519.00;43;5
1976;NTB674;"ACER FERRARI F4002AMD Turion ML30 2x256Mb/80Gb/15.4""""/ATI""""";1656.00;23;5
1977;PGR472;PNY nVIDIA QUADRO FX 3000 256MB DDR - VCQFX3000-C-PB;1698.00;44;17
1978;NTB426;"TOSHIBA  Tecra M4Pentium-M 730.512MB DDR.60GB.14.1""""TFT.Slim""""";1730.00;50;5
1979;MON428;"SONY SDM-P234B - LCD TFT 23"""" 1920x1200.500:1Preto e Cinza""""";1922.00;9;23
1980;NTB427;"TOSHIBA  Tecra M3Pentium-M 770.2x512MB DDR2.100GB.14.1""""TFT""""";2209.00;49;5
1981;NTB587;ACER FERRARI3400 AMD 3000+ 512/80 15/128/ DVDDual  wifi BT;2316.00;35;5
1982;IMP317;EPSON Stylus PRO 4000 - A2;2493.00;47;24
1983;NTB666;"ASUS W2VC P4-M 2.0Ghz/100Gb/17""""W/512Mb DDR2/DVD-RW/ATI128MB""""";2681.00;34;5
1984;NTB424;"TOSHIBA Qosmio G20-118 Pentium-M760 D2/2x512/160GbHD/17""""Wide""""";2837.00;43;5
1985;IMP331;EPSON PLOTTER Stylus Pro 7600 CAD/2xMate Suporte e Ethernet;4023.00;34;24
1986;CAM283;NIKON D2Hs;4084.00;42;37
1987;CAM245;CANON EOS-1D II 8.2MegaPixels;4377.00;1;37
1988;MON375;"SAMSUNG Plasma PPM50 50"""" 800cd2900:1160(H/V)""""";5251.00;44;23
1989;CAM308;NIKON D2x;5269.00;19;37
1990;MON376;"SAMSUNG Plasma 50"""" 1366x768. com Base e Colunas""""";5490.00;3;23
1991;IMP329;EPSON PLOTTER Stylus Pro 10600 + EYE ONE DISPLAY;12204.00;36;24
